@relation segment
@attribute region-centroid-col real
@attribute region-centroid-row real
@attribute region-pixel-count real
@attribute short-line-density-5 real
@attribute short-line-density-2 real
@attribute vedge-mean real
@attribute vegde-sd real
@attribute hedge-mean real
@attribute hedge-sd real
@attribute intensity-mean real
@attribute rawred-mean real
@attribute rawblue-mean real
@attribute rawgreen-mean real
@attribute exred-mean real
@attribute exblue-mean real
@attribute exgreen-mean real
@attribute value-mean real
@attribute saturation-mean real
@attribute hue-mean real
@attribute class {brickface,sky,foliage,cement,window,path,grass}
@data
96,94,9,0,0,0.722223,0.285185,0.444445,0.42963,20.2222,16,28.7778,15.8889,-12.6667,25.6667,-13,28.7778,0.451546,-2.08489,window
235,35,9,0,0,0.444445,0.296297,1.22222,0.607412,97.9259,83,122,88.7778,-44.7778,72.2222,-27.4444,122,0.319499,-2.24824,sky
14,138,9,0,0,0.5,0.122222,0.5,0.0777778,4.96296,6.77778,5.44444,2.66667,5.44444,1.44444,-6.88889,6.77778,0.603836,-0.722894,brickface
54,176,9,0,0,2.11111,0.688531,2.66667,2.69155,50.6667,46,62.6667,43.3333,-14,36,-22,62.6667,0.308573,-1.95141,path
117,224,9,0,0,3.05556,2.55966,3.05556,3.02153,20.2593,15.4444,17.7778,27.5556,-14.4444,-7.44444,21.8889,27.5556,0.441516,2.30415,grass
94,215,9,0,0,3.11111,5.0963,1.61111,1.12963,17.1852,14.3333,14.3333,22.8889,-8.55556,-8.55556,17.1111,22.8889,0.404392,2.1052,grass
232,175,9,0,0,1.16667,0.62361,2.83333,2.16795,15.3704,12.4444,13.5556,20.1111,-8.77778,-5.44444,14.2222,20.1111,0.387412,2.2422,grass
23,55,9,0,0,2.22222,3.67407,1.77778,0.785185,23.4444,21.6667,31.1111,17.5556,-5.33333,23,-17.6667,31.1111,0.43507,-1.77116,brickface
35,167,9,0,0,1.61111,0.928959,1.5,1.13039,19.037,16.7778,15.6667,24.6667,-6.77778,-10.1111,16.8889,24.6667,0.365503,1.97157,grass
180,97,9,0,0,0.944443,0.329631,1,0.666667,134.37,126.556,145.444,131.111,-23.4444,33.2222,-9.77778,145.444,0.12985,-2.34623,sky
104,122,9,0,0,0.444445,0.0296296,0.5,0.166667,6.40741,8.11111,7.22222,3.88889,5.11111,2.44444,-7.55556,8.11111,0.520062,-0.83212,brickface
88,136,9,0,0,1.83333,1.14988,2.05556,2.11257,8,4.11111,13.2222,6.66667,-11.6667,15.6667,-4,13.2222,0.695088,-2.41267,foliage
1,81,9,0,0,12.1667,267.456,9.22222,205.363,21.3333,14,30.5556,19.4444,-22,27.6667,-5.66667,30.5556,0.595282,-2.43841,foliage
228,22,9,0,0,1.11111,0.860663,1.38889,0.975629,49.6667,42.7778,62.8889,43.3333,-20.6667,39.6667,-19,62.8889,0.319474,-2.12354,cement
163,131,9,0,0,0.166667,0.182574,0.277778,0.250924,1.55556,0.888889,3.66667,0.111111,-2,6.33333,-4.33333,3.66667,0.972222,-1.87105,window
215,219,9,0,0,2.55556,2.23772,3.22222,2.49147,13.2222,10.3333,10.2222,19.1111,-8.66667,-9,17.6667,19.1111,0.494595,2.0861,grass
208,34,9,0,0,1.72222,1.73098,0.444445,0.501848,14.4444,10.7778,21,11.5556,-11,19.6667,-8.66667,21,0.479958,-2.16238,window
69,74,9,0.222222,0,3.88889,9.94074,2.16667,2.47778,23.5926,22.5556,30.5556,17.6667,-3.11111,20.8889,-17.7778,30.5556,0.420252,-1.66658,brickface
244,194,9,0,0,1.72222,1.14342,2.27778,2.03761,49.7407,44.4444,61.6667,43.1111,-15.8889,35.7778,-19.8889,61.6667,0.300853,-2.02184,path
204,12,9,0,0,0.777777,0.518519,1.77778,0.785183,127.444,115.556,143.111,123.667,-35.6667,47,-11.3333,143.111,0.19252,-2.40292,sky
36,189,9,0,0,1.94444,2.46296,5.83333,21.5889,31.3704,28.4444,38,27.6667,-8.77778,19.8889,-11.1111,38,0.266302,-2.02035,path
228,114,9,0,0,0.388889,0.0629629,0.833333,0.122222,5.88889,7,7.44444,3.22222,3.33333,4.66667,-8,7.44444,0.56746,-1.15184,brickface
244,211,9,0,0,1.66667,1.33333,2,2.31111,13.6296,10.7778,12.8889,17.2222,-8.55556,-2.22222,10.7778,17.2222,0.374806,2.44102,grass
203,133,9,0,0,0.111111,0.0296296,0.111111,0.0296296,0.592593,0,1.77778,0,-1.77778,3.55556,-1.77778,1.77778,1,-2.0944,window
33,117,9,0,0,0.277778,0.0185185,0.111111,0.0296296,1.07407,0,3.11111,0.111111,-3.22222,6.11111,-2.88889,3.11111,1,-2.13264,foliage
140,125,9,0,0,0.277778,0.062963,0.666667,0.311111,6.18518,7.33333,7.66667,3.55556,3.44444,4.44444,-7.88889,7.77778,0.545635,-1.12182,brickface
112,35,9,0,0,1.11111,1.22963,1.44444,0.829631,127.556,117.444,142.556,122.667,-30.3333,45,-14.6667,142.556,0.176083,-2.31105,sky
248,153,9,0,0,0.277778,0.062963,0.111111,0.0296296,0.37037,0,1.11111,0,-1.11111,2.22222,-1.11111,1.11111,0.888889,-2.0944,window
60,181,9,0.111111,0,1.66667,1.2,2.66667,2.08889,19.6296,17.1111,17.8889,23.8889,-7.55556,-5.22222,12.7778,23.8889,0.285691,2.18914,grass
163,180,9,0,0,1.77778,1.18519,9.16667,63.9444,30.3704,27.4444,36.3333,27.3333,-8.77778,17.8889,-9.11111,36.3333,0.23849,-2.21709,path
203,120,9,0,0,3.33333,3.91111,4.27778,9.26296,49.4074,44.8889,59.3333,44,-13.5556,29.7778,-16.2222,59.3333,0.263467,-2.03524,cement
182,39,9,0,0,5.5,5.73779,0.611111,0.879815,9.51852,7.33333,14.3333,6.88889,-6.55556,14.4444,-7.88889,14.3333,0.576021,-2.03623,window
204,25,9,0,0,0.611111,0.329628,0.833333,0.477775,102.481,88,125.667,93.7778,-43.4444,69.5556,-26.1111,125.667,0.299583,-2.25341,sky
45,89,9,0,0,0.777778,0.340741,0.777778,0.474074,2.2963,0.111111,6.44444,0.333333,-6.55556,12.4444,-5.88889,6.44444,0.986111,-2.1239,foliage
227,132,9,0,0,6.66667,1.38243,1.33333,1.01105,38.7778,33.2222,49.2222,33.8889,-16.6667,31.3333,-14.6667,49.2222,0.325768,-2.12952,cement
192,51,9,0,0,0.722224,0.389683,0.944443,0.772203,108.741,95.2222,127,104,-40.5556,54.7778,-14.2222,127,0.250137,-2.38344,sky
189,79,9,0,0,2.72222,2.32963,1.33333,0.755556,41.4074,38,49.6667,36.5556,-10.2222,24.7778,-14.5556,49.6667,0.265535,-1.98458,cement
114,129,9,0.111111,0,2.05556,1.14342,0.777776,0.886107,62.4074,54.2222,78,55,-24.5556,46.7778,-22.2222,78,0.30598,-2.12699,cement
146,238,9,0,0,2.05556,0.596297,2.66667,1.86667,17.7778,15,16.5556,21.7778,-8.33333,-3.66667,12,21.7778,0.315256,2.33747,grass
196,161,9,0,0,2.77778,5.54073,11.7778,93.9852,41.963,36.5556,51.2222,38.1111,-16.2222,27.7778,-11.5556,51.3333,0.282125,-2.38829,path
23,129,9,0,0,0.5,0.0777778,0.388889,0.151852,0.518518,0,1.55556,0,-1.55556,3.11111,-1.55556,1.55556,0.777778,-2.0944,foliage
6,154,9,0,0,0.111111,0.0296296,0.111111,0.0296296,0.0740741,0,0.222222,0,-0.222222,0.444444,-0.222222,0.222222,0.222222,-2.0944,window
37,126,9,0,0,0.388889,0.062963,0.444445,0.251852,5.77778,7.44444,6.77778,3.11111,5,3,-8,7.44444,0.581349,-0.895807,brickface
108,59,9,0,0,0.500001,0.166667,1.05556,0.285185,126.148,116.556,140.444,121.444,-28.7778,42.8889,-14.1111,140.444,0.170091,-2.30864,sky
214,195,9,0,0,0.833333,0.65828,2,0.966091,46.5556,41.1111,57.3333,41.2222,-16.3333,32.3333,-16,57.3333,0.290299,-2.10138,path
214,79,9,0,0,1.27778,0.862963,1.33333,0.533333,4.85185,2,9.22222,3.33333,-8.55556,13.1111,-4.55556,9.22222,0.791667,-2.28898,foliage
188,73,9,0,0,1.05556,0.928958,2.27778,1.99351,40.1852,35.6667,49.7778,35.1111,-13.5556,28.7778,-15.2222,49.7778,0.297096,-2.05496,cement
208,240,9,0.111111,0,1.05556,0.862963,2.44444,5.00741,14.1481,10.8889,13,18.5556,-9.77778,-3.44444,13.2222,18.5556,0.421621,2.39249,grass
59,135,9,0,0,0.166667,0.182574,0.0555556,0.136083,0.481482,0,1.44444,0,-1.44444,2.88889,-1.44444,1.44444,1,-2.0944,window
103,185,9,0,0,1.83333,4.65556,9.88889,94.9185,30.8889,27.7778,37,27.8889,-9.33333,18.3333,-9,37.5556,0.250444,-2.45058,path
221,69,9,0,0,1.55556,0.807372,0.722223,0.854184,36.963,36.6667,40.2222,34,-0.888889,9.77778,-8.88889,40.2222,0.154094,-1.64013,cement
178,134,9,0,0,0.111111,0.172133,0.222222,0.272166,1.85185,1,3.88889,0.666667,-2.55556,6.11111,-3.55556,3.88889,0.833333,-1.9978,window
85,225,9,0,0,1.5,1.00554,1.61111,1.28956,16.1852,14.4444,12.7778,21.3333,-5.22222,-10.2222,15.4444,21.3333,0.401151,1.89102,grass
38,202,9,0,0,2.16667,1.06979,8.33333,2.51219,57.3333,50.2222,71.5556,50.2222,-21.3333,42.6667,-21.3333,71.5556,0.302514,-2.09375,path
45,205,9,0,0,1.94445,2.19511,3.33333,2.52982,50.2593,44.8889,61.7778,44.1111,-16.1111,34.5556,-18.4444,61.7778,0.287573,-2.04465,path
226,110,9,0,0,0.333333,0.0888889,0.5,0.211111,1.66667,0.111111,4.44444,0.444444,-4.66667,8.33333,-3.66667,4.44444,0.977778,-2.15598,foliage
149,185,9,0,0,1.55556,1.06805,3.05556,1.92546,49.3333,45.3333,59.5556,43.1111,-12,30.6667,-18.6667,59.5556,0.275889,-1.95277,path
92,44,9,0.111111,0,0.722223,0.574135,1.16667,1.04881,123.815,113.444,138.111,119.889,-31.1111,42.8889,-11.7778,138.111,0.178428,-2.36728,sky
48,81,9,0,0,0.611111,0.240743,0.888891,0.429629,112.926,105.667,128.889,104.222,-21.7778,47.8889,-26.1111,128.889,0.19308,-2.03349,sky
76,64,9,0,0,2.22222,5.4963,2.88889,4.34074,23.6296,21.7778,31.2222,17.8889,-5.55556,22.7778,-17.2222,31.2222,0.424819,-1.75671,brickface
29,111,9,0,0,0.388889,0.240741,0.611111,0.151852,5.40741,6.88889,6.33333,3,4.44444,2.77778,-7.22222,6.88889,0.564153,-0.897859,brickface
86,187,9,0,0,1.11111,0.720082,1.44444,0.750309,13.7407,11.6667,10.3333,19.2222,-6.22222,-10.2222,16.4444,19.2222,0.463329,1.94146,grass
245,23,9,0,0,0.666667,0.365148,1.16667,1.22474,123,111,139.778,118.222,-36,50.3333,-14.3333,139.778,0.205901,-2.35626,sky
181,87,9,0,0,1.22222,0.474069,0.777779,0.207406,135.407,127.889,146.444,131.889,-22.5556,33.1111,-10.5556,146.444,0.126571,-2.31287,sky
67,71,9,0,0,1.66667,0.888891,1.5,0.299998,125.963,115.556,140.889,121.444,-31.2222,44.7778,-13.5556,140.889,0.179672,-2.33976,sky
224,73,9,0,0,1.5,1.27778,2.33333,1.06667,5.81482,2.33333,10.6667,4.44444,-10.4444,14.5556,-4.11111,10.6667,0.78993,-2.35564,foliage
70,71,9,0.111111,0,2.11111,1.80741,2.83333,2.07778,22.7778,21.8889,29.6667,16.7778,-2.66667,20.6667,-18,29.6667,0.43357,-1.66796,brickface
189,144,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,window
238,59,9,0,0,0.833335,0.459466,1.05556,0.680412,121.704,109.222,139,116.889,-37.4444,51.8889,-14.4444,139,0.214204,-2.36422,sky
169,98,9,0,0,0.722221,0.15185,1.66667,0.755554,92.3333,77.3333,116.889,82.7778,-45,73.6667,-28.6667,116.889,0.338288,-2.23852,sky
252,76,9,0,0,1.72222,1.14342,0.555555,0.344266,42.2963,36,54.1111,36.7778,-18.8889,35.4444,-16.5556,54.1111,0.334876,-2.139,cement
196,95,9,0,0,1.72222,1.12382,1.33333,1.26491,7.62963,6.77778,10.7778,5.33333,-2.55556,9.44444,-6.88889,10.7778,0.512566,-1.74926,window
74,88,9,0,0,0.722221,0.329632,0.500001,0.211111,110.593,101.556,127.556,102.667,-27.1111,50.8889,-23.7778,127.556,0.204675,-2.13924,sky
215,235,9,0,0,1.38889,1.06284,1.05556,0.490653,9.18519,6.77778,8,12.7778,-7.22222,-3.55556,10.7778,12.7778,0.482192,2.31076,grass
205,83,9,0,0,24.5556,688.074,8.33333,121.244,23.2963,19.7778,28.5556,21.5556,-10.5556,15.7778,-5.22222,28.5556,0.504161,-2.32134,foliage
206,30,9,0,0,0.777777,0.501847,0.833332,0.547723,123.333,112.778,139.667,117.556,-31.6667,49,-17.3333,139.667,0.19251,-2.27951,sky
235,46,9,0,0,1.16667,0.62361,1.33333,0.596282,114.63,100.889,132.889,110.111,-41.2222,54.7778,-13.5556,132.889,0.240722,-2.39503,sky
130,189,9,0,0,0.888889,0.340741,1.16667,0.922222,12,9.44444,10.1111,16.4444,-7.66667,-5.66667,13.3333,16.4444,0.439443,2.19414,grass
230,180,9,0.111111,0,1.11111,0.518518,1.94444,1.26296,13.8519,9.66667,13.1111,18.7778,-12.5556,-2.22222,14.7778,18.7778,0.486883,2.48792,grass
163,133,9,0,0,0.111111,0.172133,0.222222,0.272166,1.55556,1,3.55556,0.111111,-1.66667,6,-4.33333,3.55556,0.972222,-1.82256,window
253,201,9,0,0,3,2.69155,2.83333,2.33571,43.963,39.2222,53.8889,38.7778,-14.2222,29.7778,-15.5556,53.8889,0.28083,-2.06786,path
11,108,9,0,0,1.33333,0.8,1.38889,0.951852,17.6667,19,21.1111,12.8889,4,10.3333,-14.3333,21.1111,0.388756,-1.30213,brickface
75,67,9,0,0,1.44444,1.00741,1.83333,1.54445,22.2593,22.5556,27.8889,16.3333,0.888889,16.8889,-17.7778,27.8889,0.414836,-1.52477,brickface
162,66,9,0,0,2.05556,0.95258,9.22222,7.07316,42.5926,41,47.7778,39,-4.77778,15.5556,-10.7778,47.7778,0.184999,-1.83808,cement
228,143,9,0,0,0.5,0.344444,0.666667,0.311111,5.2963,6.66667,6.22222,3,4.11111,2.77778,-6.88889,6.77778,0.556437,-0.914813,brickface
249,58,9,0,0,1.33333,0.942809,0.277778,0.327731,8.85185,6,14.5556,6,-8.55556,17.1111,-8.55556,14.5556,0.607768,-2.08534,window
30,56,9,0,0,1.55556,0.429629,1.5,1.27778,23.7037,22.1111,31.3333,17.6667,-4.77778,22.8889,-18.1111,31.3333,0.43596,-1.74883,brickface
106,193,9,0,0,1.05556,0.952579,0.888889,0.620633,14.4444,11.6667,12.5556,19.1111,-8.33333,-5.66667,14,19.1111,0.388863,2.21005,grass
103,216,9,0,0,1.5,0.566667,0.833333,1.18889,7.07407,5.11111,5,11.1111,-5.88889,-6.22222,12.1111,11.1111,0.593124,2.0793,grass
47,89,9,0,0,0.555556,0.172133,3.61111,3.83792,14.2222,10.2222,22.1111,10.3333,-12,23.6667,-11.6667,22.1111,0.548825,-2.10731,window
100,111,9,0,0,3.72222,20.9518,4.11111,19.4963,4.88889,2.22222,9.11111,3.33333,-8,12.6667,-4.66667,9.11111,0.864664,-2.21647,foliage
186,89,9,0,0,0.611111,0.196296,1.05556,0.285185,22.6667,16.4444,33.5556,18,-18.6667,32.6667,-14,33.5556,0.509462,-2.18815,window
139,115,9,0.111111,0,2.11111,0.958392,0.722221,0.646929,46.7407,42.4444,56.3333,41.4444,-12.8889,28.7778,-15.8889,56.3333,0.264115,-2.02113,cement
79,44,9,0,0,4.88889,3.20185,2.11111,1.12875,58.6667,50.1111,75.5556,50.3333,-25.6667,50.6667,-25,75.5556,0.339917,-2.10265,cement
176,100,9,0,0,1.94444,0.774075,1.44444,0.651851,55.3704,50.3333,66.8889,48.8889,-15.1111,34.5556,-19.4444,66.8889,0.268621,-2.00619,cement
189,107,9,0,0,1,1.28889,1.05555,0.418522,133.667,125.778,145.222,130,-23.6667,34.6667,-11,145.222,0.13383,-2.31738,sky
37,25,9,0,0,1.33333,0.730297,0.999996,0.760117,126.037,114.333,142.222,121.556,-35.1111,48.5556,-13.4444,142.222,0.196093,-2.36518,sky
141,17,9,0.111111,0.222222,3.72222,4.4493,5,2.319,44.5926,40.3333,54,39.4444,-12.7778,28.2222,-15.4444,54,0.268186,-2.03005,cement
133,102,9,0,0.111111,22.0556,374.596,29.8889,488.03,44.037,37.4444,52.6667,42,-19.7778,25.8889,-6.11111,52.6667,0.397892,-2.41682,foliage
6,120,9,0,0,0.333333,0.0888889,0.5,0.0777778,1.14815,0.222222,3,0.222222,-2.77778,5.55556,-2.77778,3,1,-2.05729,foliage
219,80,9,0,0,1.27778,0.32963,0.666667,0.933332,39.7037,36.3333,48.2222,34.5556,-10.1111,25.5556,-15.4444,48.2222,0.282964,-1.96265,cement
157,57,9,0,0,1.22222,0.474073,1.22222,0.829626,124.704,114.222,139.667,120.222,-31.4444,44.8889,-13.4444,139.667,0.182073,-2.34019,sky
85,56,9,0,0,1.33333,0.4,1.27778,1.84074,26.4444,23.3333,36,20,-9.33333,28.6667,-19.3333,36,0.442788,-1.86318,brickface
194,183,9,0,0,0.777778,0.583731,2.94444,1.62504,54.7407,49.2222,67.7778,47.2222,-16.5556,39.1111,-22.5556,67.7778,0.303121,-1.9917,path
248,53,9,0,0,0.722229,0.285188,0.833333,0.700008,134.778,128.222,145.778,130.333,-19.6667,33,-13.3333,145.778,0.121119,-2.21749,sky
207,115,9,0,0,1.05556,0.32963,0.166667,0.0333333,1.22222,0.444444,2.88889,0.333333,-2.33333,5,-2.66667,2.88889,0.933333,-2.06554,window
44,50,9,0,0,1.16667,0.960323,1.05556,0.389682,65.1111,57.3333,80.3333,57.6667,-23.3333,45.6667,-22.3333,80.3333,0.290165,-2.10778,cement
145,102,9,0,0,0.888889,0.607408,2.61111,1.48519,23.0741,22.1111,29.7778,17.3333,-2.88889,20.1111,-17.2222,29.7778,0.417763,-1.68544,brickface
134,93,9,0,0,0.388889,0.250924,0.888889,0.544331,20.9259,16.6667,29.5556,16.5556,-12.7778,25.8889,-13.1111,29.5556,0.44338,-2.08608,window
68,115,9,0,0,3.33333,3.10555,2.72222,2.79218,26.037,18.4444,39,20.6667,-22.7778,38.8889,-16.1111,39,0.523538,-2.09065,foliage
85,200,9,0,0,4.5,4.32435,6.05556,4.32777,58.5926,52.2222,72.6667,50.8889,-19.1111,42.2222,-23.1111,72.6667,0.300181,-2.02885,path
17,85,9,0.111111,0,0.888889,0.720082,1.11111,0.720082,1.77778,0.444444,3.44444,1.44444,-4,5,-1,3.44444,0.912963,-2.37762,foliage
27,106,9,0,0,0.611111,0.418518,1.27778,0.596296,2.18519,0.333333,4.88889,1.33333,-5.55556,8.11111,-2.55556,4.88889,0.95172,-2.27407,foliage
137,105,9,0,0.111111,10.7222,16.5074,31.2222,650.43,42.8519,35.7778,52.6667,40.1111,-21.2222,29.4444,-8.22222,52.6667,0.37578,-2.38024,foliage
79,47,9,0.111111,0,0.666669,0.355557,1,1.15556,126.37,116,141.667,121.444,-31.1111,45.8889,-14.7778,141.667,0.181012,-2.31579,sky
115,138,9,0,0,0.333333,0.0888889,0.333333,0.177778,0.777778,0,2.33333,0,-2.33333,4.66667,-2.33333,2.33333,1,-2.0944,foliage
252,176,9,0,0.111111,1.88889,1.14827,5.05556,2.85514,52.9259,46.3333,67,45.4444,-19.7778,42.2222,-22.4444,67,0.32042,-2.05164,path
234,164,9,0,0,0.5,0.211111,3,8.04445,13.6667,11.6667,15,14.3333,-6,4,2,16.8889,0.29915,2.87512,grass
54,133,9,0,0,1.55556,1.00741,0.5,0.344444,5.37037,3.66667,9,3.44444,-5.11111,10.8889,-5.77778,9,0.630471,-2.048,window
18,13,9,0,0,0.888891,0.207407,1.11111,0.162961,140.259,134.333,149.111,137.333,-17.7778,26.5556,-8.77778,149.111,0.0990602,-2.29238,sky
120,74,9,0,0,0.333335,0.0888892,0.500001,0.077778,101.852,89.1111,123.222,93.2222,-38.2222,64.1111,-25.8889,123.222,0.276784,-2.22055,sky
9,76,9,0,0,1.27778,1.42075,1.66667,1.8619,2.44444,0.888889,4.66667,1.77778,-4.66667,6.66667,-2,4.66667,0.872222,-2.3408,foliage
204,177,9,0,0,1.77778,10.6963,8.33333,27.3334,32.8889,29,40.6667,29,-11.6667,23.3333,-11.6667,40.6667,0.28109,-2.10084,path
248,149,9,0,0,1.16667,0.788889,1.05556,0.640741,19,14.4444,19.7778,22.7778,-13.6667,2.33333,11.3333,22.7778,0.363717,2.74165,grass
8,39,9,0.111111,0,1.38889,1.12963,1.83333,0.699999,113.37,102.556,132,105.556,-32.4444,55.8889,-23.4444,132,0.222954,-2.19816,sky
35,96,9,0.111111,0,2.11111,1.00741,2.83333,3.85555,21.7407,20.7778,27.7778,16.6667,-2.88889,18.1111,-15.2222,27.7778,0.399499,-1.67692,brickface
213,86,9,0,0,0.833333,0.182575,0.388889,0.327731,17.1481,13.2222,24.6667,13.5556,-11.7778,22.5556,-10.7778,24.6667,0.46348,-2.12361,window
94,67,9,0,0,2.55556,3.36296,1.55556,1.18519,23.7407,22.8889,30.7778,17.5556,-2.55556,21.1111,-18.5556,30.7778,0.429897,-1.67017,brickface
78,85,9,0,0,5.5,2.10555,6.5,4.59831,48.8889,42.4444,61.5556,42.6667,-19.3333,38,-18.6667,61.5556,0.315228,-2.09736,cement
239,110,9,0,0,0.277778,0.062963,0.222222,0.0296297,9.44444,6.11111,15.8889,6.33333,-10,19.3333,-9.33333,15.8889,0.620643,-2.12027,window
155,138,9,0,0,2,0.666661,1.05555,0.41852,69.4815,63.8889,82.5556,62,-16.7778,39.2222,-22.4444,82.5556,0.248998,-1.99905,cement
107,191,9,0,0,3.72222,2.99938,2.88889,2.78621,62.037,54.4444,78.1111,53.5556,-22.7778,48.2222,-25.4444,78.1111,0.314683,-2.05611,path
109,146,9,0,0,0.0555556,0.136083,0.0555556,0.136083,0.037037,0,0.111111,0,-0.111111,0.222222,-0.111111,0.111111,0.111111,-2.0944,foliage
37,124,9,0,0.111111,1.5,1.01111,2.44444,1.8074,54.3333,49.4444,65.2222,48.3333,-14.6667,32.6667,-18,65.2222,0.258543,-2.03008,cement
34,196,9,0,0,1.38889,2.01852,2.38889,1.21852,15.7037,12.4444,15.1111,19.5556,-9.77778,-1.77778,11.5556,19.5556,0.365232,2.51177,grass
29,81,9,0.111111,0,2.61111,3.75185,2.72222,3.75185,20.4815,20.1111,26.1111,15.2222,-1.11111,16.8889,-15.7778,26.1111,0.412662,-1.56634,brickface
252,137,9,0,0,0.888889,0.544331,0.611111,0.712325,0.740741,0.333333,1.77778,0.111111,-1.22222,3.11111,-1.88889,1.77778,0.75,-2.00761,window
104,191,9,0,0,3.22222,1.97391,3.77778,2.90338,63.0741,55.3333,79.2222,54.6667,-23.2222,48.4444,-25.2222,79.2222,0.311587,-2.06595,path
199,97,9,0.111111,0,2.72222,1.25462,0.5,0.182574,47.8148,46,54.1111,43.3333,-5.44444,18.8889,-13.4444,54.1111,0.199351,-1.83678,cement
168,187,9,0,0,3.5,2.16795,2.83333,1.60208,58,52.5556,71.4444,50,-16.3333,40.3333,-24,71.4444,0.29965,-1.96667,path
45,188,9,0,0,2.44444,2.74074,3.11111,7.54074,33.3333,29.6667,41.3333,29,-11,24,-13,41.3333,0.299865,-2.04072,path
102,158,9,0.222222,0,2.27778,2.12307,1.83333,1.04881,39.3333,35.5556,47.4444,35,-11.3333,24.3333,-13,47.4444,0.264152,-2.04917,cement
198,122,9,0,0,1.5,0.877778,11.4444,103.763,36.1852,32.6667,44,31.8889,-10.5556,23.4444,-12.8889,44,0.29185,-2.03538,cement
174,112,9,0,0,2.38889,0.996295,0.666666,0.799999,31.6296,24.2222,43.6667,27,-22.2222,36.1111,-13.8889,43.6667,0.445039,-2.24477,window
10,172,9,0,0,4.27778,4.38896,6.66667,7.36055,44.7778,40.3333,54.6667,39.3333,-13.3333,29.6667,-16.3333,54.6667,0.278044,-2.05245,path
21,216,9,0.111111,0,3.83333,0.699998,0.833333,0.477778,16.5556,13.1111,14,22.5556,-10.3333,-7.66667,18,22.5556,0.426777,2.20931,grass
50,109,9,0,0,2.22222,1.22963,2,5.91111,5.66667,2.55556,9.66667,4.77778,-9.33333,12,-2.66667,9.66667,0.760734,-2.41399,foliage
32,95,9,0,0,1.27778,1.04074,2.22222,3.0963,3.14815,0.777778,7.44444,1.22222,-7.11111,12.8889,-5.77778,7.44444,0.919597,-2.15196,foliage
198,183,9,0,0,1.05555,1.18165,3.38889,1.59745,54.037,48.8889,66.5556,46.6667,-15.4444,37.5556,-22.1111,66.5556,0.298622,-1.97496,path
23,85,9,0,0,1.44444,1.05185,1.77778,0.962963,17.963,18.8889,21.8889,13.1111,2.77778,11.7778,-14.5556,21.8889,0.399751,-1.38687,brickface
140,16,9,0,0,0.5,0.344443,0.888891,0.385184,111.815,99.1111,131.111,105.222,-38.1111,57.8889,-19.7778,131.111,0.244021,-2.29393,sky
229,147,9,0,0.111111,4.05556,14.063,2.5,1.27778,27.2963,20.8889,38.6667,22.3333,-19.2222,34.1111,-14.8889,38.6667,0.457405,-2.17447,cement
187,134,9,0.111111,0,3,2.04445,1.11111,0.385185,26.7037,20.3333,37.4444,22.3333,-19.1111,32.2222,-13.1111,37.4444,0.457752,-2.21646,window
147,182,9,0,0,2.27778,1.70511,2.94444,1.59745,43.5926,40.3333,52.5556,37.8889,-9.77778,26.8889,-17.1111,52.5556,0.278669,-1.91917,path
221,201,9,0.111111,0,1.44444,1.12875,2.44444,0.834444,19.1481,14.6667,17.6667,25.1111,-13.4444,-4.44444,17.8889,25.1111,0.416762,2.38975,grass
178,128,9,0,0,0.444444,0.340741,0.888889,0.207407,5.92593,7.88889,6.44444,3.44444,5.88889,1.55556,-7.44444,7.88889,0.563713,-0.7213,brickface
69,139,9,0,0,2.83333,1.77326,2.11111,1.66889,18.0741,16,22.5556,15.6667,-6.22222,13.4444,-7.22222,23.8889,0.386612,-1.70283,foliage
99,198,9,0,0,5.05555,6.434,5.66667,5.79271,58.3333,51.8889,72.3333,50.7778,-19.3333,42,-22.6667,72.3333,0.299654,-2.03587,path
200,245,9,0.111111,0,1.5,0.922223,1.05556,0.507408,16.1111,11.8889,15,21.4444,-12.6667,-3.33333,16,21.4444,0.44538,2.43278,grass
160,41,9,0,0,0.833333,0.809664,0.222222,0.172133,0.703704,0.555556,1.22222,0.333333,-0.444444,1.55556,-1.11111,1.22222,0.537037,-1.84512,window
52,89,9,0,0,5.22222,2.72166,0.722223,0.490653,28.9259,25.2222,36.8889,24.6667,-11.1111,23.8889,-12.7778,36.8889,0.331128,-2.04846,cement
76,200,9,0,0,2.77778,0.779364,4.33333,2.8829,56.3704,50.4444,69.6667,49,-17.7778,39.8889,-22.1111,69.6667,0.296836,-2.02117,path
236,38,9,0.111111,0,1.33333,1.49071,2.94444,2.29411,14.4444,10.1111,22,11.2222,-13,22.6667,-9.66667,22,0.547232,-2.1931,window
89,68,9,0,0,4.05556,3.04074,2.38889,1.21852,17.7037,17.6667,23,12.4444,-0.111111,15.8889,-15.7778,23,0.462002,-1.56397,brickface
178,185,9,0,0,2.61111,1.80637,3.11111,2.2771,49.037,44,60.6667,42.4444,-15.1111,34.8889,-19.7778,60.6667,0.300036,-2.00619,path
8,93,9,0,0,0.833333,0.459468,1.05556,0.928959,19.8889,15.1111,28.8889,15.6667,-14.3333,27,-12.6667,28.8889,0.480246,-2.13621,window
68,128,9,0,0,21.3333,5.95553,1.33333,0.844444,35.5926,32.1111,43.7778,30.8889,-10.4444,24.5556,-14.1111,43.7778,0.316177,-1.98185,cement
